strain,accession,originating_lab,submitting_lab
A/Managua/303901/2010,EPI315232,?,other_database_import
A/Managua/370406/2010,EPI315192,?,other_database_import
A/Kansas/6/2010,EPI270344,kansas_department_of_health_and_environment,centers_for_disease_control_and_prevention
A/Managua/115501/2010,EPI315224,?,other_database_import
A/California/10/2010,EPI274459,naval_health_research_center,centers_for_disease_control_and_prevention
A/Managua/334502/2010,EPI315168,?,other_database_import
A/Managua/527104/2010,EPI315184,?,other_database_import
A/Nicaragua/5867_01/2010,EPI1067491,?,other_database_import
A/Managua/544402/2010,EPI315251,?,other_database_import
A/Managua/509903/2010,EPI315200,?,other_database_import
A/Managua/265401/2010,EPI315176,?,other_database_import
A/Nicaragua/4976/2010,EPI274480,"laboratorio_de_virologia,_direccion_de_microbiologia",centers_for_disease_control_and_prevention
A/Bucharest/193605/2016,EPI734087,cantacuzino_institute,cantacuzino_institute
A/England/929/2016,EPI858945,health_protection_agency,crick_worldwide_influenza_centre
A/Austria/914740/2016,EPI743448,"department_of_virology,_medical_university_vienna",medical_university_vienna
A/England/61660058/2016,EPI878060,"microbiology_services_colindale,_public_health_england","microbiology_services_colindale,_public_health_england"
A/Iceland/44/2016,EPI773615,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/England/61480680/2016,EPI877956,"microbiology_services_colindale,_public_health_england","microbiology_services_colindale,_public_health_england"
A/Ancona/2/2016,EPI917071,laboratorio_di_virologia___azienda_ospedaliero_universitaria_ospedali_riuniti___ancona,microbiology_university_politecnica_delle_marche
A/Austria/913779/2016,EPI743536,"department_of_virology,_medical_university_vienna",medical_university_vienna
A/England/61660059/2016,EPI878068,"microbiology_services_colindale,_public_health_england","microbiology_services_colindale,_public_health_england"
A/Bremen/11/2016,EPI767094,?,robert_koch_institute
A/SriLanka/5/2017,EPI919189,medical_research_institute,who_collaborating_centre_for_reference_and_research_on_influenza
A/Maldives/52/2017,EPI993930,ministry_of_health,centers_for_disease_control_and_prevention
A/Dnipro/245/2017,EPI1017096,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,centers_for_disease_control_and_prevention
A/SriLanka/3/2017,EPI919195,medical_research_institute,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dnipro/243/2017,EPI1036307,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,crick_worldwide_influenza_centre
A/SriLanka/4/2017,EPI1021998,medical_research_institute,who_collaborating_centre_for_reference_and_research_on_influenza
A/SriLanka/1/2017,EPI919192,medical_research_institute,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dnipro/244/2017,EPI1036309,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,crick_worldwide_influenza_centre
A/CoteDIvoire/1734/2019,EPI1723511,pasteur_institut_of_côte_d'ivoire,centers_for_disease_control_and_prevention
A/Nigeria/4084/2019,EPI1758064,ncdc_public_health_reference_laboratory,centers_for_disease_control_and_prevention
A/CoteDIvoire/1521/2019,EPI1609012,pasteur_institut_of_côte_d'ivoire,crick_worldwide_influenza_centre
A/CoteDIvoire/1541/2019,EPI1723559,pasteur_institut_of_côte_d'ivoire,centers_for_disease_control_and_prevention
A/Nigeria/4117/2019,EPI1737826,ncdc_public_health_reference_laboratory,centers_for_disease_control_and_prevention
A/CoteDIvoire/1705/2019,EPI1723543,pasteur_institut_of_côte_d'ivoire,centers_for_disease_control_and_prevention
A/BurkinaFaso/1294/2019,EPI1686075,irss,centers_for_disease_control_and_prevention
A/BurkinaFaso/1295/2019,EPI1686067,irss,centers_for_disease_control_and_prevention
A/Nigeria/4115/2019,EPI1737818,ncdc_public_health_reference_laboratory,centers_for_disease_control_and_prevention
A/Wuhan/30/1996,EPI360649,?,other_database_import
A/Guangxi/126/1996,EPI360626,?,other_database_import
A/Shandong/10/1996,EPI360637,?,other_database_import
A/Guangxi/127/1996,EPI360628,?,other_database_import
A/Guangxi/125/1996,EPI360627,?,other_database_import
A/Cnic/18/1996,EPI360618,?,other_database_import
A/Shandong/7/1996,EPI360636,?,other_database_import
A/Cnic/35/1996,EPI3773,?,other_database_import
A/Shandong/22/1996,EPI360638,?,other_database_import
A/Hue/H020/2007,EPI355322,?,other_database_import
A/Thailand/271/2007,EPI158219,?,centers_for_disease_control_and_prevention
A/Thailand/SP07043/2007,EPI703308,?,other_database_import
A/Hanoi/Q672/2007,EPI355592,?,other_database_import
A/LangSon/LS281/2007,EPI369462,?,other_database_import
A/Philippines/3841/2007,EPI1445543,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Hanoi/BM238/2007,EPI369372,?,other_database_import
A/Thailand/284/2007,EPI158222,?,centers_for_disease_control_and_prevention
A/Singapore/238T/2007,EPI598029,?,other_database_import
A/Thailand/SS07028/2007,EPI703388,?,other_database_import
A/Hanoi/Q664/2007,EPI355585,?,other_database_import
A/Hanoi/Q656/2007,EPI369631,?,other_database_import
A/Philippines/1646/2007,EPI158073,?,centers_for_disease_control_and_prevention
A/Thailand/677/2007,EPI158231,?,centers_for_disease_control_and_prevention
A/Taiwan/393/2004,EPI444691,?,other_database_import
A/HongKong/HKU90/2004,EPI341114,?,other_database_import
A/Ningbo/1126/2004,EPI360883,?,other_database_import
A/Jiangsu/FU81/2004,EPI157846,?,centers_for_disease_control_and_prevention
A/Ningbo/1136/2004,EPI360892,?,other_database_import
A/Wuhan/269/2004,EPI158310,?,centers_for_disease_control_and_prevention
A/Wuhan/271/2004,EPI229321,?,other_database_import
A/Wuhan/268/2004,EPI360816,?,other_database_import
A/HongKong/HKU89/2004,EPI341122,?,other_database_import
A/HongKong/HKU92/2004,EPI341098,?,other_database_import
A/Sichuan/815/2004,EPI360788,?,other_database_import
A/Taiwan/20/2004,EPI273106,?,other_database_import
A/Taiwan/586/2004,EPI444692,?,other_database_import
A/Taiwan/413/2004,EPI273115,?,other_database_import
A/Ningbo/1116/2004,EPI360874,?,other_database_import
A/Ningbo/1113/2004,EPI360865,?,other_database_import
A/HongKong/HKU91/2004,EPI341106,?,other_database_import
A/Ningbo/1117/2004,EPI363117,?,other_database_import
A/Wuhan/259/2004,EPI158309,?,centers_for_disease_control_and_prevention
A/London/16U715336-87_S39_L001/2016,EPI1042119,"department_of_clinical_virology,_university_college_london_hospitals_nhs_foundation_trust",university_college_london
A/Kungalv/1/2016,EPI858651,?,swedish_institute_for_infectious_disease_control
A/NordPasDeCalais/2750/2016,EPI840931,?,institut_pasteur
A/London/16U729646-88_S40_L001/2016,EPI1042184,"department_of_clinical_virology,_university_college_london_hospitals_nhs_foundation_trust",university_college_london
A/Iceland/16073/2016,EPI894038,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/Dijon/2761/2016,EPI852850,?,institut_pasteur
A/Iceland/15954/2016,EPI894036,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/Iceland/16704/2016,EPI887381,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/Iceland/16097/2016,EPI894040,landspitali___university_hospital_,crick_worldwide_influenza_centre
A/Orebro/2/2016,EPI836433,?,swedish_institute_for_infectious_disease_control
A/Singapore/C2010304V/2010,EPI392955,?,other_database_import
A/Singapore/526/2010,EPI272022,"ministry_of_health,_singapore",who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/521/2010,EPI272052,"ministry_of_health,_singapore",who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/H2010301/2010,EPI457970,?,other_database_import
A/Singapore/H2010321C/2010,EPI457971,?,other_database_import
A/Singapore/512/2010,EPI271991,"ministry_of_health,_singapore",who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/516/2010,EPI271994,"ministry_of_health,_singapore",who_collaborating_centre_for_reference_and_research_on_influenza
A/Uganda/2447/2016,EPI955830,"uganda_virus_research_institute_(uvri),_national_influenza_center",centers_for_disease_control_and_prevention
A/Egypt/8286/2016,EPI1036043,ministry_of_health_and_population,crick_worldwide_influenza_centre
A/BeniMellal/339/2016,EPI991823,institut_national_d'hygi&egrave;ne,crick_worldwide_influenza_centre
A/Tunis/14647/2016,EPI978728,"national_influenza_centre_tunis,_unit_virology,_microbiology_laboratory,_charles_nicolle's_hospital",crick_worldwide_influenza_centre
A/Kilifi/119/2016,EPI1604511,kemri_wellcome_trust_research_programme_cgmrc,kemri_wellcome_trust_research_programme_(kwtrp)
A/Morocco/195/2017,EPI1091657,institut_national_d'hygi&egrave;ne,national_institute_of_hygiene
A/Algeria/85/2016,EPI978918,institut_pasteur_d'algerie,crick_worldwide_influenza_centre
A/Kilifi/114/2015,EPI1604418,kemri_wellcome_trust_research_programme_cgmrc,kemri_wellcome_trust_research_programme_(kwtrp)
A/Egypt/8070/2016,EPI1036037,ministry_of_health_and_population,crick_worldwide_influenza_centre
A/India/9912/2011,EPI335912,national_institute_of_virology,centers_for_disease_control_and_prevention
A/India/KL1110678/2011,EPI671850,?,other_database_import
A/India/254/2011,EPI335906,national_institute_of_virology,centers_for_disease_control_and_prevention
A/Uttarakhand/8853/2011,EPI527659,?,other_database_import
A/India/KL1110681/2011,EPI671851,?,other_database_import
A/Moscow/7/2005,EPI157981,?,centers_for_disease_control_and_prevention
A/Singapore/GP3303/2009,EPI339455,?,other_database_import
A/Thailand/1/2009,EPI232614,thailand_moph_u.s._cdc_collaboration_(ieip),centers_for_disease_control_and_prevention
A/Singapore/GP3448/2009,EPI339453,?,other_database_import
A/Myanmar/JP218/2009,EPI230164,?,national_institute_of_infectious_diseases_(niid)
A/Lao/S135/2009,EPI230130,?,national_institute_of_infectious_diseases_(niid)
A/Thailand/316/2009,EPI232617,thailand_moph_u.s._cdc_collaboration_(ieip),centers_for_disease_control_and_prevention
A/Lao/S146/2009,EPI230131,?,national_institute_of_infectious_diseases_(niid)
A/Myanmar/JP239/2009,EPI230166,?,national_institute_of_infectious_diseases_(niid)
A/Thailand/419/2009,EPI232623,thailand_moph_u.s._cdc_collaboration_(ieip),centers_for_disease_control_and_prevention
A/Myanmar/JP228/2009,EPI230165,?,national_institute_of_infectious_diseases_(niid)
A/Myanmar/JP192/2009,EPI230162,?,national_institute_of_infectious_diseases_(niid)
A/Guangdong-Futian/1106/2012,EPI388434,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Jiangxi-Yuanzhou/193/2012,EPI388412,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Beijing-Xicheng/1374/2012,EPI388416,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Anhui-Huashan/167/2012,EPI388444,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Hubei-Jiangan/163/2012,EPI388418,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Anhui-Dangtu/130/2012,EPI388392,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Hangzhou/A101/2012,EPI477245,hangzhou_center_for_disease_control_and_prevention,hangzhou_center_for_disease_control_and_prevention
A/Taiwan/216/2012,EPI378285,center_for_disease_control,national_institute_of_infectious_diseases_(niid)
A/Hunan-Yueyanglou/135/2012,EPI388408,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Shaanxi-Beilin/1154/2012,EPI388398,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Hangzhou/A98/2012,EPI477243,hangzhou_center_for_disease_control_and_prevention,hangzhou_center_for_disease_control_and_prevention
A/Jiangxi-Yuanzhou/1122/2012,EPI388426,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Henan-Muye/35/2012,EPI388448,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Cameroon/9760/2017,EPI1193251,centre_pasteur_du_cameroun,crick_worldwide_influenza_centre
A/Togo/1046/2017,EPI1146053,institute_national_d'hygiene,centers_for_disease_control_and_prevention
A/CoteDIvoire/1632/2017,EPI1185288,pasteur_institut_of_côte_d'ivoire,centers_for_disease_control_and_prevention
A/CoteDIvoire/1580/2017,EPI1185240,pasteur_institut_of_côte_d'ivoire,centers_for_disease_control_and_prevention
A/Niger/5256/2017,EPI1180308,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Niger/5283/2017,EPI1180332,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Niger/5360/2017,EPI1180380,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Niger/5361/2017,EPI1180388,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Niger/5297/2017,EPI1212728,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/HongKong/656/2018,EPI1243195,government_virus_unit,crick_worldwide_influenza_centre
A/Guizhou-Nanming/1958/2018,EPI1340569,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/681/2018,EPI1243205,government_virus_unit,crick_worldwide_influenza_centre
A/HongKong/675/2018,EPI1314736,government_virus_unit,centers_for_disease_control_and_prevention
A/HongKong/676/2018,EPI1243201,government_virus_unit,crick_worldwide_influenza_centre
A/HongKong/655/2018,EPI1243193,government_virus_unit,crick_worldwide_influenza_centre
A/Jilin-Hunjiang/1302/2018,EPI1340566,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/680/2018,EPI1243203,government_virus_unit,crick_worldwide_influenza_centre
A/Hubei-Xiling/1276/2018,EPI1340572,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/640/2018,EPI1243191,government_virus_unit,crick_worldwide_influenza_centre
A/Macau/602251/2018,EPI1503787,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Macau/602073/2018,EPI1503814,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Shanghai-Chongming/1288/2018,EPI1339438,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Southaustralia/30/2012,EPI379450,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Southaustralia/26/2012,EPI379479,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/511/2012,EPI379473,monash_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/204/2012,EPI379456,prince_of_wales_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/802/2012,EPI379585,austin_health,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/175/2012,EPI434607,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/508/2012,EPI379459,monash_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/13/2012,EPI394090,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/21/2012,EPI379488,westmead_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/162/2012,EPI434606,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Wellington/3/2012,EPI394158,institute_of_environmental_science_and_research,who_collaborating_centre_for_reference_and_research_on_influenza
